title,url,running_time,year,critics_num_reviews,critics_score,critics_rating,audience_num_total,audience_score,audience_rating,actors,screenwriters,directors,producers,genre1,genre2,genre3
Moolaadé,https://www.rottentomatoes.com/m/moolaade/,120,2004,74,99,Certified Fresh,1817,83,Upright,"Fatoumata Coulibaly,Helene Diarra,Dominique T. Zeida,Mah Compaore,Aminata Dao,Salimata Traoure,Maimouna Hélène Diarra,Salimata Traore,Dominique Zeida,Rasmane Ouedraogo,Ousmane Konaté,Bakaramoto Sanogo,Modibo Sangaré,Joseph Traoré,Moussa Théophile Sowié,Habib Dembélè,Gustave Sorgho,Cheick Oumar Maiga",Ousmane Sembène,Ousmane Sembène,"Ousmane Sembène,Cinè Sud",Art House & International,Drama,
It Happened One Night,https://www.rottentomatoes.com/m/it_happened_one_night/,105,1934,96,99,Certified Fresh,33565,93,Upright,"Claudette Colbert,Clark Gable,Walter Connolly,Jason Thomas,Roscoe Karns,Jameson Thomas,Ward Bond,Henry Wadsworth,Alan Hale,Claire McDowell,Arthur Hoyt,Blanche Frederici,Charles D. Brown,Wallis Clark,Hal Price,Eddy Chandler,Douglas Carter Beane,Ky Robinson,J. Frank Holliday,James Burke,Joseph Crehan,Matty Roubert,Sherry Hall,Mickey Daniels,Charles C. Wilson,George Breakston,Earl Pingree,Harry Hume,Oliver Eckhardt,Bess Flowers,Fred Walton,Ethel Sykes,Edmund Burns,Rev. Neal Dodd,Milton Kibbee,Eva Dennison,Eddie Kane,Harry Holman,Tom Ricketts,Maidel Turner,Irving Bacon,Frank Yaconelli,Harry C. Bradley,Harry Todd,Bert Starkey,Rita Ross,Ernie S. Adams,Billy Engle,Dave Wengren,Kit Guard",Robert Riskin,Frank Capra,"Harry Cohn,Frank Capra",Romance,Classics,Comedy
Citizen Kane,https://www.rottentomatoes.com/m/citizen_kane/,119,1941,116,99,Certified Fresh,158762,90,Upright,"Orson Welles,Dorothy Comingore,Joseph Cotten,Everett Sloane,George Coulouris,Agnes Moorehead,Ruth Warrick,Harry Shannon,Ray Collins,Sonny Bupp,Erskine Sanford,William Alland,Fortunio Bonanova,Paul Stewart,Gus Schilling,Buddy Swan,Philip Van Zandt,Georgia Backus,Alan Ladd,Pedro de Cordoba,Arthur O'Connell,Charles Bennett,Joan Blair,Edmund Cobb,Eddie Coke,Gino Corrado,Herbert Corthell,Louise Currie,Robert Dudley,Al Eben,Edith Evanson,Arthur Kay,Ellen Lowe,Irving Mitchell,Milton Kibbee,Benny Rubin,Walter Sande,Tudor Williams,Agnes Morehead,Herbert Carter","Herman J. Mankiewicz,Orson Welles",Orson Welles,Orson Welles,Drama,Mystery & Suspense,Classics
Casablanca,https://www.rottentomatoes.com/m/1003707-casablanca/,102,1942,122,99,Certified Fresh,357106,95,Upright,"Humphrey Bogart,Ingrid Bergman,Claude Rains,Paul Henreid,Conrad Veidt,Sydney Greenstreet,Peter Lorre,Dooley Wilson,Helmut Dantine,S.Z. Sakall,Joy Page,John Qualen,Leonid Kinskey,Curt Bois,Marcel Dalio,Corinna Mura,Ludwig Stossel,Ilka Gruning,Charles La Torre,Frank Puglia,Dan Seymour,George Meeker,William Edmunds,Torben Meyer,Gino Corrado,George Dee,Norma Varden,Leo Mostovoy,Richard Ryen,Martin Garralaga,Olaf Hytten,Monte Blue,Michael Mark,Leon Belasco,Paul Porcasi,Alberto Morin,Creighton Hale,Henry Rowland,Louis Mercier,Gregory Gaye,Madeleine LeBeau,Oliver Blake,Hans Heinrich von Twardowski,Lou Marcelle,Mischa Auer,Wolfgang Zilzer","Julius J. Epstein,Philip G. Epstein,Howard Koch,Michael Curtiz",Michael Curtiz,"Jack Warner,Hal B. Wallis",Drama,Romance,Classics
The Wizard of Oz,https://www.rottentomatoes.com/m/the_wizard_of_oz_1939/,101,1939,121,98,Certified Fresh,875740,89,Upright,"Judy Garland,Ray Bolger,Jack Haley,Bert Lahr,Margaret Hamilton,Billie Burke,Charley Grapewin,Clara Blandick,Pat Walshe,Lee Murray,The Singer Midgets,George Ministeri,Harry Monty,Harlan Briggs,Jerry Maren,Billy Bletcher,Yvonne Moray,Tyler Brooke,Adriana Caselotti,Pinto Colvig,Billy Curtis,Major Doyle,Daisy Earles,Harry Earles,Buddy Ebsen,Charles Irwin,Lois January,Mitchell Lewis,Walter Miller,Frank Packard,Lillian Porter,Jimmy Rosen,Oliver Smith,Terry,Carol Tevis,Bobby Watson,Gus Wayne,Abe Dinovitch,Clarence Swensen,Mickey Carroll,The Munchkins,Meinhardt Raabe,Karl Slover","Florence Ryerson,Noel Langley,Edgar Allan Woolf","King Vidor,Victor Fleming","Arthur Freed,Mervyn LeRoy",Kids & Family,Musical & Performing Arts,Classics
All About Eve,https://www.rottentomatoes.com/m/1000626-all_about_eve/,138,1950,100,99,Certified Fresh,45132,94,Upright,"Bette Davis,Anne Baxter,Gary Merrill,George Sanders,Celeste Holm,Hugh Marlowe,Thelma Ritter,Marilyn Monroe,Gregory Ratoff,Barbara Bates,Walter Hampden,Randy Stuart,Craig Hill,Leland Harris,Barbara White,Eddie Fisher,William Pullen,Claude Stroud,Eugene Borden,Helen Mowery,Steven Geray,Bess Flowers,Ed Fisher,Steve Geray",Joseph L. Mankiewicz,Joseph L. Mankiewicz,Darryl F. Zanuck,Drama,Classics,
Rebecca,https://www.rottentomatoes.com/m/1017293-rebecca/,130,1940,94,100,Certified Fresh,39390,92,Upright,"Laurence Olivier,Joan Fontaine,Judith Anderson,George Sanders,Nigel Bruce,C. Aubrey Smith,Reginald Denny,Gladys Cooper,Philip Winter,Edward Fielding,Florence Bates,Melville Cooper,Leo G Carroll,Forrester Harvey,Lumsden Hare,Leonard Carey,Alfred Hitchcock,Billy Bevan,Leyland Hodgson","Joan Harrison,Michael Hogan,Philip MacDonald,Robert E. Sherwood",Alfred Hitchcock,David O. Selznick,Drama,Mystery & Suspense,Classics
Modern Times,https://www.rottentomatoes.com/m/modern_times/,87,1936,61,100,Certified Fresh,40082,95,Upright,"Charles Chaplin,Paulette Goddard,Henry Bergman,Chester Conklin,Hank Mann,Louis Natheaux,Stanley Blystone,Allan Garcia,Sammy Stein,Juana Sutton,Jack Low,Norman Ainsley,Walter James,Richard Alexander,Bobby Barber,Dr. Cecil Reynolds,Mira McKinney,Gloria de Haven,Chuck Hamilton,Lloyd Ingraham,Heinie Conklin,John Rand,Frank Moran,Murdock MacQuarrie,Wilfred Lucas,Edward J. Le Saint,Fred Malatesta,Ted Oliver,Edward M. Kimball,James C. Morton,Harry Wilson,Frank S. Hagney,Stanley ""Tiny"" Sandford,Al Ernest Garcia",Charles Chaplin,Charles Chaplin,Charles Chaplin,Classics,Comedy,
A Night at the Opera,https://www.rottentomatoes.com/m/1015002-night_at_the_opera/,92,1935,69,97,Certified Fresh,20249,91,Upright,"Groucho Marx,The Marx Brothers,Harpo Marx,Chico Marx,Allan Jones,Margaret Dumont,Walter Woolf King,Robert Emmett O'Connor,Kitty Carlisle Hart,Sig Rumann,Edward Keane,Robert E. O'Connor,Gino Corrado,Purnell Pratt,Al Bridge,Frank Yaconelli,Billy Gilbert,Samuel Marx,Claude Payton,Rita and Rubins,Luther Hoobyar,Olga Dane,Rodolfo Hoyos Jr.,James J. Wolf,Inez Palange,Jonathan Hale,Selmar Jackson,Otto H. Fries,William Gould,Marx Brothers,Leo White,Jay Eaton,Rolfe Sedan,Wilbur Mack,George Irving,George Guhl,Harry Tyler,Phillips Smalley,Selmer Jackson,Alan Bridge,Harry Allen,Lorraine Bridges,Jack Lipson","Morrie Ryskind,George S. Kaufman,Al Boasberg,Bert Kalmar,Harry Ruby",Sam Wood,Irving G. Thalberg,Romance,Musical & Performing Arts,Classics
The Third Man,https://www.rottentomatoes.com/m/the_third_man/,104,1949,83,99,Certified Fresh,53893,93,Upright,"Joseph Cotten,Alida Valli,Orson Welles,Trevor Howard,Paul Hörbiger,Ernst Deutsch,Erich Ponto,Siegfried Breuer,Bernard Lee,Herbert Halbik,Alexis Chesnakov,Wilfrid Hyde-White,Geoffrey Keen,Herbeil Halbik,Paul Hardtmuth,Hedwig Bleibtreu,Nelly Arno,Annie Rosar,Jenny Werner,Leo Bieber,Frederick Schreicher,Paul L. Smith,Martin Boddey,Eric Pohlmann,Geoffrey Wade,Thomas Gallagher,Walter Hertner,Martin Miller,Rona Grahame,Holga Walrow,Harry Belcher,James Michael Connor,Lilly Khan",Graham Greene,Carol Reed,"Alexander Korda,Carol Reed,David O. Selznick",Mystery & Suspense,Classics,
Singin' in the Rain,https://www.rottentomatoes.com/m/singin_in_the_rain/,102,1952,64,100,Certified Fresh,138398,95,Upright,"Gene Kelly,Donald O'Connor,Debbie Reynolds,Jean Hagen,Millard Mitchell,Rita Moreno,Douglas Fowley,Madge Blake,King Donovan,Kathleen Freeman,Judy Landon,Mae Clarke,Cyd Charisse,Bobby Watson,Jimmie Thompson,Dan Foster,Margaret Bert,John Dodsworth,Stuart Holmes,Dennis Ross,Bill Lewin,Richard Emory,Julius Tannen,Dawn Addams,Elaine Stewart,Carl Milletaire,Jimmy Thompson,Jack George,Wilson Wood,Dorothy Patrick,William Lester,Charles Evans,Joi Lansing,Bob Watson,David Sharpe,Russell Saunders,Patricia Denise,Jeanne Coyne,Bill Chatham,Ernest Flatt,Lynn Bernay,Don Hulbert,Shirley Jean Rickert,Robert Dayo,David Kasday,Morgan Jones","Betty Comden,Adolph Green","Stanley Donen,Gene Kelly",Arthur Freed,Romance,Musical & Performing Arts,Classics
An American in Paris,https://www.rottentomatoes.com/m/american_in_paris/,115,1951,94,96,Certified Fresh,26414,79,Upright,"Gene Kelly,Leslie Caron,Maurice Chevalier,Oscar Levant,Louis Jourdan,Nina Foch,Hermione Gingold,Georges Guétary,Eva Gabor,Eugene Borden,Martha Bamattre,Mary Young,Ann Codee,George Davis,Mary Jones,Hayden Rorke,Madge Blake,Paul Maxey,Nan Boardman,Dick Wessel,Andre Charisse,Art Dupuis,John Eldredge,Jeanne Lafayette,Greg McClure,Noel Neill,Anna Q. Nilsson,Alfred Paix,Don Quinn,Alex Romero","Alan Jay Lerner,Vincente Minnelli",Vincente Minnelli,Arthur Freed,Romance,Musical & Performing Arts,Classics
All Quiet on the Western Front,https://www.rottentomatoes.com/m/1000642-all_quiet_on_the_western_front/,134,1930,80,98,Certified Fresh,17963,89,Upright,"Lew Ayres,Louis Wolheim,George ""Slim"" Summerville,Ben Alexander,John Wray,Russell Gleason,Owen Davis Jr.,William Bakewell,Beryl Mercer,Raymond Griffith,Scott Kolk,Walter B. Rodgers,Edmund Breese,Walter Browne Rogers,Harold Goodwin,G. Pat Collins,Richard Alexander,Arnold Lucy,Heinie Conklin,Bodil Rosing,Bill Irving,Marion Clayton,Edwin Maxwell,Yola d'Avril,Renee Damonde,Poupee Andriot,Bertha Mann,Joan Marsh,Fred Zinnemann","Lewis Milestone,Maxwell Anderson,Del Andrews,George Abbott",Lewis Milestone,Carl Laemmle Jr.,Drama,Classics,
On the Waterfront,https://www.rottentomatoes.com/m/on_the_waterfront/,108,1954,102,99,Certified Fresh,52085,95,Upright,"Marlon Brando,Eva Marie Saint,Karl Malden,Lee J. Cobb,Rod Steiger,Pat Henning,Leif Erickson,James Westerfield,Tony Galento,Tami Mauriello,John F. Hamilton,John Heldabrand,Rudy Bond,Don Blackman,Arthur Keegan,Abe Simon,Barry Macollum,Mike O'Dowd,Martin Balsam,Fred Gwynne,Anne Hegira,Thomas Handley,Rebecca Sands,Ann Hegira,Jere Delaney,Pat Hingle,Nehemiah Persoff,Tiger Joe Marsh",Budd Schulberg,Elia Kazan,Sam Spiegel,Drama,Romance,Classics
The Kid,https://www.rottentomatoes.com/m/1052609-kid/,60,1921,44,100,Certified Fresh,15354,95,Upright,"Charles Chaplin,Jackie Coogan,Edna Purviance,Carl Miller,Tom Wilson,Charles Reisner,Henry Berman,Jack Coogan Sr.,Albert Austin,Nellie Bly Baker,Henry Bergman,Edgar Sherrod,Lita Grey Chaplin,Raymond Lee,Beulah Bains,Robert Dunbar,Kitty Bradbury,Rupert Franklin,Walter Lynch,Jules Hanft,Frank Campeau,John McKinnon,Phyllis Allen,Esther Ralston",Charles Chaplin,Charles Chaplin,Charles Chaplin,Classics,Comedy,
The Best Years of Our Lives,https://www.rottentomatoes.com/m/best_years_of_our_lives/,170,1946,88,98,Certified Fresh,10770,92,Upright,"Fredric March,Dana Andrews,Harold Russell,Myrna Loy,Virginia Mayo,Teresa Wright,Cathy O'Donnell,Hoagy Carmichael,Gladys George,Roman Bohnen,Ray Collins,Steve Cochran,Howland Chamberlain,Minna Gombell,Walter S. Baldwin,Dorothy Adams,Don Beddoe,Erskine Sanford,Marlene Aames,Michael Hall,Charles Halton,Ray Teal,Dean White,Howland Chamberlin,Victor Cutler,Pat Flaherty,Clancy Cooper,Blake Edwards,Teddy Infur,Robert Karnes,Norman Phillips,Ralph Sanford",Robert E. Sherwood,William Wyler,Samuel Goldwyn,Drama,Romance,Classics
Psycho,https://www.rottentomatoes.com/m/psycho/,109,1960,103,96,Certified Fresh,239574,94,Upright,"Anthony Perkins,Janet Leigh,Vera Miles,John Gavin,Martin Balsam,John McIntire,Simon Oakland,Frank Albertson,Patricia Hitchcock,Lurene Tuttle,Vaughan Taylor,John Anderson,Mort Mills,Francis De Sales,George Eldredge,Sam Flint,Helen Wallace,Ted Knight,Alfred Hitchcock,Frank Killmond,Anne Dore,Marli Renfro,Jeanette Nolan,Virginia Gregg,Marion Crane",Joseph Stefano,Alfred Hitchcock,Alfred Hitchcock,Horror,Mystery & Suspense,Classics
Laura,https://www.rottentomatoes.com/m/1012007-laura/,90,1944,65,100,Certified Fresh,10734,90,Upright,"Gene Tierney,Dana Andrews,Clifton Webb,Vincent Price,Judith Anderson,Dorothy Adams,James Flavin,Clyde Fillmore,Ralph Dunn,Grant Mitchell,Kathleen Howard,Dutch Schlickenmeyer,Harry Strang,Lane Chandler,Frank LaRue,Alexander Sacha,Dorothy Christy,Aileen Pringle,Terry Adams,Jean Fenwick,Yolanda Lacca,Forbes Murray,Cyril Ring,Nestor Eristoff,Kay Linaker,Cara Williams,Gloria Marlin,Beatrice Gray,Kay Connors,Frances Gladwin,William Forrest,Buster Miles,Jane Nigh,Lee Tung Foo,John Dexter,Cy Kendall","Jay Dratler,Samuel Hoffenstein,Elizabeth Reinhardt,Jerry Cady,Ring Lardner Jr.",Otto Preminger,Otto Preminger,Mystery & Suspense,Classics,
Shadow of a Doubt,https://www.rottentomatoes.com/m/1018688-shadow_of_a_doubt/,108,1943,47,100,Certified Fresh,19409,89,Upright,"Joseph Cotten,Teresa Wright,Macdonald Carey,Hume Cronyn,Henry Travers,Edna May Wonacott,Wallace Ford,Irving Bacon,Charles Bates,Charley Bates,Patricia Collinge,Clarence Muse,Janet Shaw,Estelle Jewell,Minerva Urecal,Patricia Collinge,Isabel Randolph,Earle Dewey,Eily Malyon,Edward Fielding,Sarah Edwards,Vaughan Glaser,Virginia Brissac,Grandon Rhodes,Ruth Lee,Edwin Stanley,Frances Carson,Byron Shores,John McGuire,Constance Purdy,Shirley Mills","Alma Reville,Sally Benson,Alfred Hitchcock,Gordon McDonell,Thornton Wilder,Joan Harrison,Gordon McDonell",Alfred Hitchcock,"Jack H. Skirball,Jack H. Skirball",Drama,Mystery & Suspense,Classics
Sunset Boulevard,https://www.rottentomatoes.com/m/sunset_boulevard/,111,1950,71,99,Certified Fresh,53296,95,Upright,"William Holden,Gloria Swanson,Erich von Stroheim,Nancy Olson,Fred Clark,Lloyd Gough,Jack Webb,Franklin Farnum,Franklyn Farnum,Charles Dayton,Cecil B. DeMille,Buster Keaton,Hedda Hopper,Anna Q. Nilsson,H.B. Warner,Sidney Skolsky,Ray Evans,Creighton Hale,Jay Livingston,Bernice Mosk,Larry Blake,Eddie Dew,Billy Sheehan,Archie Twitchell,Roy Thompson Jr.,Peter Drynan,Ruth Clifford,Bert Moorhouse,E. Mason Hopper,Kenneth Gibson,Yvette Vickers,Virginia Randolph,Gertrude Astor,Frank O'Connor,Eva Novak,Al Ferguson,Stan Johnson,Bill Sheehan,Julia Faye,Gertrude Messinger,Ralph Montgomery,John 'Skins' Miller,John Cortay,Robert Emmett O'Connor,Gerry Ganzer,Gertrude Messenger,Tommy Ivo,Robert E. O'Connor,Emmett E. Smith,Ottola Nesmith,Jay Morley,Howard Negley,Ken Christy,Len Hendry,Arthur Lane,Archie R. Dalzell,James Hawley,Edward Wahrman,Sanford E. Greenwald,Howard Joslin,Larry J. Blake","D.M. Marshman, Jr.,Charles Brackett,Billy Wilder",Billy Wilder,Charles Brackett,Drama,Classics,
A Hard Day's Night,https://www.rottentomatoes.com/m/beatles_a_hard_days_night/,87,1964,109,98,Certified Fresh,50352,89,Upright,"Paul McCartney,John Lennon,Ringo Starr,George Harrison,Wilfrid Brambell,John Junkin,Norman Rossington,Victor Spinetti,Vincent Spinetti,Deryck Guyler,Anna Quayle,Kenneth Haigh,Richard Vernon,Eddie Malin,The Beatles,Robin Ray,Lionel Blair,Alison Seebohm,Claire Kelly,Marianne Stone,David Langton,David Jaxon,Clare Kelly,Michael Trubshawe,Roger Avon,John Bluthal,Pattie Boyd,Margaret Nolan,Terry Hooper,Derek Nimmo,Bridget Armstrong,Jane Lumb,Rosemarie Frankland",Alun Owen,Richard Lester,"Walter Shenson,Denis O'Dell",Musical & Performing Arts,Classics,Comedy
Top Hat,https://www.rottentomatoes.com/m/top_hat/,99,1935,42,100,Certified Fresh,9812,91,Upright,"Fred Astaire,Ginger Rogers,Edward Everett Horton,Helen Broderick,Eric Blore,Erik Rhodes,Eric Rhodes,Edward Mudie,Lucille Ball,Edgar Norton,Leonard Mudie,Gino Corrado,Peter Hobbes,Frank Mills,Tom Ricketts,Dennis O'Keefe,Ben Holmes,Nick Thompson,Tom Costello,John Impolito,Genaro Spagnoli,Rita Rozelle,Phyllis Coghlan,Charles Hall","Dwight Taylor,Allan Scott",Mark Sandrich,Pandro S. Berman,Romance,Musical & Performing Arts,Classics
North by Northwest,https://www.rottentomatoes.com/m/north-by-northwest/,136,1959,79,99,Certified Fresh,79498,94,Upright,"Cary Grant,Eva Marie Saint,James Mason,Leo G Carroll,Jessie Royce Landis,Philip Ober,Josephine Hutchinson,Martin Landau,Adam Williams,Edward Platt,Robert Ellenstein,Les Tremayne,Philip Coolidge,Patrick McVey,Pat McVey,Ken Lynch,Edward Binns,John Beradino,Nora Marlowe,Doreen Land,Alexander Lockwood,Stanley Adams,Lawrence Dobkin,Harvey Stephens,Walter Coy,Madge Kennedy,Tommy Farrell,Doreen Lang,Jimmy Cross,Baynes Barron,Harry Seymour,Frank Wilcox,Robert Shayne,Carleton Young,Ralph Reed,Paul Genge,Robert B. Williams,Maudie Prickett,James McCallion,Sally Fraser,Maura McGiveney,Susan Whitney,Doris Singh,Ned Glass,Howard Negley,Jesslyn Fax,Jack Daly,Tol Avery,Tom Greenway,Ernie Anderson,Malcolm Atterbury,Andy Albin,Carl Milletaire,John Damler,Len Hendry,Sara Berner,Bobby Johnson,Taggart Casey,Bill Catching,Helen Spring,Dale Van Sickel,Frank Marlowe,Harry Strang,Alfred Hitchcock,Olan Soule,Patricia Cutts,Lucille Curtis,Sid Kane,Hugh Pryor,Charles Postal,Anne Anderson",Ernest Lehman,Alfred Hitchcock,Alfred Hitchcock,Mystery & Suspense,Classics,
The Philadelphia Story,https://www.rottentomatoes.com/m/philadelphia_story/,112,1940,63,100,Certified Fresh,47099,93,Upright,"Katharine Hepburn,Cary Grant,James Stewart,Ruth Hussey,John Howard,Roland Young,Virginia Weidler,John Halliday,Mary Nash,Henry Daniell,Lionel Pape,Rex Evans,Russ Clark,Hilda Plowright,Lita Chevret,Lee Phelps,David Clyde,Claude King,Robert de Bruce,Veda Buckland,Dorothy Fay,Florine McKinney,Helene Whitney,Hillary Brooke","Donald Ogden Stewart,Waldo Salt",George Cukor,Joseph L. Mankiewicz,Romance,Classics,Comedy
12 Angry Men (Twelve Angry Men),https://www.rottentomatoes.com/m/1000013_12_angry_men/,95,1957,55,100,Certified Fresh,104860,97,Upright,"Martin Balsam,John Fiedler,Lee J. Cobb,E.G. Marshall,Jack Klugman,Edward Binns,Jack Warden,Henry Fonda,Joseph Sweeney,Ed Begley Sr.,George Voskovec,Robert Webber,Rudy Bond,James A. Kelly,Billy Nelson,John Savoca",Reginald Rose,Sidney Lumet,"Henry Fonda,Reginald Rose",Drama,Classics,
The Bride of Frankenstein,https://www.rottentomatoes.com/m/bride_of_frankenstein/,75,1935,46,98,Certified Fresh,24739,87,Upright,"Boris Karloff,Colin Clive,Valerie Hobson,Elsa Lanchester,Gavin Gordon,Douglas Walton,Una O'Connor,E.E. Clive,Lucien Prival,O.P. Heggie,Ernest Thesiger,Dwight Frye,Reginald Barlow,Mary Gordon,Ann Darling,Ted Billings,Lucio Villegas,Monte Montague,Edwin Mordant,Grace Cunard,Helen Gibson,Arthur S. 'Pop' Byron,Joan Woodbury,Norman Ainsley,Peter Shaw,Billy Barty,Kansas DeForrest,Josephine McKim,Helen Parrish,Robert A'Dair,Frank Terry,Anne Darling,Brenda Sue Fowler,Walter Brennan,Kansas de Forest,Rollo Lloyd,Mary Stewart,Gunnis Davis,Tempe Piggott,John Carradine,Jack Curtis,Neil Fitzgerald,Sarah Schwartz,Edward Peil Sr.,Frank Benson,Anders Van Haden,John George","John L. Balderston,William Hurlbut",James Whale,"Carl Laemmle,Carl Laemmle Jr.",Horror,Classics,Science Fiction & Fantasy
Chinatown,https://www.rottentomatoes.com/m/chinatown/,130,1974,76,99,Certified Fresh,77621,93,Upright,"Jack Nicholson,Faye Dunaway,John Huston,Perry Lopez,Diane Ladd,John Hillerman,Roman Polanski,Darrell Zwerling,Roy Jenson,Richard Bakalyan,Joe Mantell,Bruce Glover,Nandu Hinds,James O'Rear,James Hong,Beulah Quo,Jerry Fujikawa,Belinda Palmer,Roy Roberts,Noble Willingham,Elliott Montgomery,Rance Howard,Jim Burk,George Justin,Doc Erickson,Fritzi Burr,Charles Knapp,Claudio Martinez,Frederico Roberto,Allan Warnick,Burt Young,Elizabeth Harding,John Rogers,Cecil Elliott,Paul Jenkins,James O'Reare,Lee de Broux,Bob Golden,John Holland,Jesse Vint,Jim Burke,Denny Arnold",Robert Towne,Roman Polanski,Robert Evans,Drama,Mystery & Suspense,Classics
The Lady Eve,https://www.rottentomatoes.com/m/lady_eve/,94,1941,47,100,Certified Fresh,7517,87,Upright,"Barbara Stanwyck,Henry Fonda,Charles Coburn,Eugene Pallette,Eric Blore,William Demarest,Melville Cooper,Martha O'Driscoll,Janet Beecher,Robert Greig,Dora Clement,Luis Alberni,Frank Moran,Wilda Bennett,Evelyn Beresford,Sam Ash,Georgia Cooper,Ambrose Barker,Gayne Whitman,Wilson Benge,Alfred Hall,Bertram Marburgh,George Melford,Al Bridge,Arthur Stuart Hull,Kenneth Gibson,Eva Dennison,Pauline Drake,Harry Rosenthal,Helen Dickson,Abdullah Abbas,John Hartley,Robert Warwick,Torben Meyer,Betty Farrington,Jack Richardson,Ray Flynn,Harry Depp,Esther Michelson,Robert Dudley,Norman Ainsley,Jimmy Conlin,Alan Bridge,J.W. Johnston,Victor Potel,Reginald Sheffield,Wanda McKay,Arthur Hoyt,Frances Raymond,Ella Neal,Joe North,Jean Phillips,Cyril Ring,Julius Tannen,Walter Walker,Pat West,Harry A. Bailey,Almeda Fowler","Preston Sturges,Monckton Hoffe",Preston Sturges,Paul Jones,Romance,Classics,Comedy
The Lady Vanishes,https://www.rottentomatoes.com/m/1011813-lady_vanishes/,99,1938,44,98,Certified Fresh,12957,88,Upright,"Margaret Lockwood,Michael Redgrave,Paul Lukas,Dame May Whitty,Cecil Parker,Linden Travers,Mary Clare,Naunton Wayne,Basil Radford,Emile Boreo,Philip Leaver,Selma Vas Dias,Catherine Lacey,Josephine Wilson,Googie Withers,Sally Stewart,Charles Oliver,Alfred Hitchcock,Zelma Vas Dias,Kathleen Tremaine","Alma Reville,Sidney Gilliat,Frank Launder,Alfred Hitchcock",Alfred Hitchcock,Edward Black,Mystery & Suspense,Classics,
A Streetcar Named Desire,https://www.rottentomatoes.com/m/1020333-streetcar_named_desire/,122,1951,60,98,Certified Fresh,55065,90,Upright,"Marlon Brando,Vivien Leigh,Karl Malden,Kim Hunter,Rudy Bond,Nick Dennis,Peg Hillias,Wright King,Richard Garrick,Ann Dere,Edna Thomas,Mickey Kuhn,Chester Jones,Marietta Canty,Lyle Latell,Charles Wagenheim,Mel Archer,Maxie Thrower","Tennessee Williams,Oscar Saul",Elia Kazan,Charles K. Feldman,Drama,Classics,
Dr. Strangelove Or How I Learned to Stop Worrying and Love the Bomb,https://www.rottentomatoes.com/m/dr_strangelove/,95,1964,91,98,Certified Fresh,209206,94,Upright,"Peter Sellers,George C. Scott,Sterling Hayden,Keenan Wynn,Slim Pickens,Peter Bull,Tracy Reed,James Earl Jones,Jack Creley,Frank Berry,Glenn Beck,Shane Rimmer,Paul Tamarin,Gordon Tanner,Robert Vincent O'Neil,Roy Stephens,Laurence Herder,John McCarthy,Hal Galili","Stanley Kubrick,Peter George,Terry Southern",Stanley Kubrick,Stanley Kubrick,Classics,Science Fiction & Fantasy,Comedy
The Thin Man,https://www.rottentomatoes.com/m/thin_man/,93,1934,42,98,Certified Fresh,12968,94,Upright,"William Powell,Myrna Loy,Maureen O'Sullivan,Nat Pendleton,Minna Gombell,Porter Hall,Henry Wadsworth,William Henry,Harold Huber,Cesar Romero,Natalie Moorhead,Edward S. Brophy,Creighton Hale,Phil Tead,Nick Copeland,Dink Templeton,Ruth Channing,Edward Ellis,Gertrude Short,Clay Clement,Cyril Thornton,Robert E. Homans,Raymond Brown,Douglas Fowley,Sherry Hall,Polly Bailey,Thomas E. Jackson,Dixie Laughton,Arthur Belasco,Edward Hearn,Garry Owen,Fred Malatesta,Rolfe Sedan,Leo White,Walter Long,Kenneth Gibson,Tui Lorraine Bow,Bert Roach,Huey White,Ben Taggart,Charles Williams,John Larkin,Harry Tenbrook,Pat Flaherty","Dashiell Hammett,Frances Goodrich,Albert Hackett",W.S. Van Dyke,Hunt Stromberg,Mystery & Suspense,Classics,Comedy
Kind Hearts and Coronets,https://www.rottentomatoes.com/m/kind_hearts_and_coronets/,104,1949,47,100,Certified Fresh,9113,94,Upright,"Dennis Price,Alec Guinness,Valerie Hobson,Joan Greenwood,Audrey Fildes,Miles Malleson,John Penrose,Cecil Ramage,Hugh Griffith,John Salew,Lynn Evans,Audrey Fields,Eric Messiter,Peggy Ann Clifford,Richard Wattis,Anne Valery,Arthur Lowe,Lyn Evans,Barbara Leake,Clive Morton","Robert Hamer,John Dighton",Robert Hamer,"Michael Balcon,Michael Relph",Drama,Classics,Comedy
His Girl Friday,https://www.rottentomatoes.com/m/his_girl_friday/,92,1940,64,98,Certified Fresh,24209,90,Upright,"Cary Grant,Rosalind Russell,Gene Lockhart,Helen Mack,Ralph Bellamy,Porter Hall,Ernest Truex,Cliff Edwards,Clarence Kolb,Roscoe Karns,Frank Jenks,Regis Toomey,Abner Biberman,Frank Orth,John Qualen,Alma Kruger,Billy Gilbert,Pat West,Edwin Maxwell,Irving Bacon,Earl Dwire,Ralph Dunn,Pat Flaherty,Edmund Cobb,Wade Boteler,Marion Martin,Eddie Hart",Charles Lederer,Howard Hawks,Howard Hawks,Drama,Classics,Comedy
