title,url,running_time,year,critics_num_reviews,critics_score,critics_rating,audience_num_total,audience_score,audience_rating,actors,screenwriters,directors,producers,genre1,genre2,genre3
Sideways,https://www.rottentomatoes.com/m/sideways/,127,2004,233,97,Certified Fresh,197606,78,Upright,"Paul Giamatti,Thomas Haden Church,Virginia Madsen,Sandra Oh,Jessica Hecht,Missy Doty,Alysia Reiner,Shake Toukhmanian,M.C. Gainey,Duke Moosekian,Marylouise Burke,Robert Covarrubias,Patrick Gallagher,Stephanie Faracy,Joe Marinelli,Chris Burroughs,Toni Howard,Rev. Fr. Khoren Babouchian,Lee Brooks,Peter Dennis,Alison Herson,Phil Reeves,Robert Trow,Lacey Rae,Cesar ""Cheeser"" Ramos,Daniel Rogers,Simon Kassis,Sevag Kendirjian,Heghine (Helen) Harboyan,Gohar Toranyan","Alexander Payne,Jim Taylor (III) ",Alexander Payne,"Michael London,George Parra",Drama,Romance,Comedy
The Nice Guys,https://www.rottentomatoes.com/m/the_nice_guys/,116,2016,317,91,Certified Fresh,55722,79,Upright,"Russell Crowe,Ryan Gosling,Angourie Rice,Margaret Qualley,Yaya DaCosta,Keith David,Beau Knapp,Lois Smith,Matt Bomer,Murielle Telio,Gil Gerard,Daisy Tahan,Kim Basinger,Jack Kilmer,Ty Simpkins,Lance Valentine Butler,Cayla Brady,Tammi Arender,Rebecca Rusk,Terrence Rosemore,Michelle Rivera,Amy Goddard,Joanne Spracklen,Greg Lindsay,Maddie Compton,J. Todd Anderson,Meredith Ann Berg,Ward Roberts,Ryan Powers,Lauren Bair,Zarah Kulczycki,Hana Yuka Sano,Rachele Brooke Smith,Milo Wesley,Matthew Warzel,Angie Everhart,Yvonne Zima,Lexi Johnson,Gary Weeks,Charles Green,Gary Wolf,Hannibal Buress,Steve Wilder,Michael Beasley,Dominic Bagarozzi,Frank Mottek,Nathan Scott,Lauren Marini,Yuka Sano,Marvin Ross,Adriana Karras,Marilyn Chen,Jordan Hairston,Josh Hoover,Chloe Hurst,Garrett Carpenter,Hank Quillen,Carson Meyer,John L. Morris,Karrueche Tran,Rebecca Dalton,Terence Rosemore,Nathaniel Scott","Shane Black,Anthony Bagarozzi",Shane Black,"Joel Silver,Aaron Auch,Ethan Erwin",Drama,Comedy,
Fighting with My Family,https://www.rottentomatoes.com/m/fighting_with_my_family/,107,2019,241,93,Certified Fresh,2651,84,Upright,"Florence Pugh,Dwayne Johnson,Lena Headey,Nick Frost,Jack Lowden,Vince Vaughn,Kimberly Matula,Stephen Merchant,Saraya-Jade Bevis,Chloe Csengery,Aqueela Zoll,Paul Wight,Eli Jane,Julia Davis,Stephen Farrelly,Hannah Rae,Thea Trinidad,Jacqueline Ramnarine,Helena Holmes,Josh Myers (II) ",Stephen Merchant,Stephen Merchant,"Michael J. Luisi,Dwayne Johnson,Dany Garcia,Stephen Merchant,Kevin Misher,Sarada McDermott,Jamie Elliott,Ralph E. Portilloco,Ralph E. Portillo",Comedy,,
Moonrise Kingdom,https://www.rottentomatoes.com/m/moonrise_kingdom/,94,2012,263,93,Certified Fresh,139374,86,Upright,"Jared Gilman,Kara Hayward,Bruce Willis,Edward Norton,Bill Murray,Frances McDormand,Tilda Swinton,Jason Schwartzman,Bob Balaban,Lucas Hedges,Charlie Kilgore,Andreas Sheikh,Chandler Frantz,Rob Campbell,LJ Foley,Gabriel Rush,Seamus Davey-Fitzpatrick,Tommy Nelson,Larry Pine,Marianna Bassham,Neal Huff,Eric Chase Anderson,Jake Ryan,Tanner Flood,Wyatt Ralff,Max Derderian,Hugo DeAscentis,Liz Callahan,James Demler,Christine Noel,Jean-Michael Pion,John Peet,Carolyn Pickman,Ada-Nicole Sanger,Isabella Guinness,Violet Guinness,Caris Yeoman,Lily Tiger McEnerney,Kevin DeCoste,Harvey Keitel,Tyler Metivier,Cooper Murray,Coledyn Garrow,Ben Haffner,Michael Malvesti,Rich Conant,Johnathon Deneault,Jack TeJean Hartman,Preston Hatch,Alex Milne,Jordan Puzzo,Steve Smith,Dakota Pimentel,Roman Keitel,Derek Sardella,Conrad Pope,Owen Wilson","Wes Anderson,Roman Coppola",Wes Anderson,"Wes Anderson,Jeremy Dawson,Scott Rudin,Steven M. Rales,Lila Yacoub,Molly Cooper",Comedy,,
Airplane!,https://www.rottentomatoes.com/m/airplane/,88,1980,67,97,Certified Fresh,291492,89,Upright,"Robert Hays,Julie Hagerty,Lloyd Bridges,Leslie Nielsen,Peter Graves,Robert Stack,Kareem Abdul-Jabbar,Ethel Merman,Lorna Patterson,Stephen Stucker,Jim Abrahams,Frank Ashmore,Barbara Billingsley,Jonathan Banks,Joyce Bulifant,James Hong,Craig Berenson,Maureen McGovern,Kenneth Tobey,Lee Bryant,Jimmie ""J.J."" Walker,Howard Jarvis,Mae E. Campbell,Ted Chapman,Norman Alexander Gibbs,Marcy Goldman,Rossie Harris,Howard Honig,Gregory Itzin,Michael Lawrence,David Leisure,Barbara Mallory,Nora Meerbaum,Mary Mercier,Ann Nelson,John O'Leary,Cyril O'Reilly,Nicholas Pryor,Conrad E. Palmisano,Michelle Stacy,Robert Starr,Barbara Stuart,William Tregoe,Jill Whelan,Al White,Jason Wingreen,Louise Yaffe,Charlotte Zucker,David Zucker,Jerry Zucker,Allison Caine,Herb Voland,Maurice Hill","Jim Abrahams,David Zucker,Jerry Zucker","David Zucker,Jerry Zucker,Jim Abrahams",Jon Davison,Comedy,,
The Forty-Year-Old Version,https://www.rottentomatoes.com/m/the_forty_year_old_version/,129,2020,126,98,Certified Fresh,1,0,Spilled,"Welker White,Reed Birney,Peggy J. Scott,Peter Kim,Jacob Ming-Trent,Imani Lewis,Antonio Ortiz,Haskiri Velazquez,T.J. Atoms,Corwin C. Tuggles,Michael Izquierdo,Mina Joo,Andre Ward,Ashlee Brian,Stacey Sargeant,Julie Chateauvert,Frank DiLella,Meghan O'Neill,Oswin Benjamin,Tracy Wilder,Dyme-A- Duzin,Julius Caba,William Oliver Watkins,Nathaly Lopez,Doris McCarthy",,Radha Blank,"Inuka Bacote-Capiga,Jordan Fudge,Rishi Rajani,Jennifer Semler,Lena Waithe",Drama,Comedy,
What We Do In The Shadows,https://www.rottentomatoes.com/m/what_we_do_in_the_shadows/,86,2015,187,96,Certified Fresh,26935,86,Upright,"Jemaine Clement,Taika Waititi,Jonathon Brugh,Cori Gonzalez-Macuer,Stu Rutherford,Ben Fransham","Jemaine Clement,Taika Waititi","Taika Waititi,Jemaine Clement",,Drama,Comedy,
Paddington,https://www.rottentomatoes.com/m/paddington_2014/,96,2015,163,97,Certified Fresh,49982,80,Upright,"Hugh Bonneville,Sally Hawkins,Julie Walters,Jim Broadbent,Peter Capaldi,Nicole Kidman,Tim Downie,Michael Bond,Matt Lucas,Kayvan Novak,Madeleine Harris,Samuel Joslin,Matt King,James Bachman,Ancuta Breaban,John R. Hernandez,Eve Karpf,Jonathan Kydd,John Baddeley,Ben Whishaw,Geoffrey Palmer,Imelda Staunton,Michael Gambon,Jude Wright","Hamish McColl,Paul King (VII) ","Paul King (VII) ,Marcos Da Silva","David Heyman,Rosie Alison,Jeffery Clifford",Comedy,Kids & Family,
Don't Think Twice,https://www.rottentomatoes.com/m/dont_think_twice/,92,2016,136,98,Certified Fresh,19192,69,Upright,"Keegan-Michael Key,Gillian Jacobs,Mike Birbiglia,Kate Micucci,Chris Gethard,Tami Sagher",Mike Birbiglia,Mike Birbiglia,"Mike Birbiglia,Miranda Bailey,Amanda Marshall (II) ,Ira Glass",Comedy,,
Saint Frances,https://www.rottentomatoes.com/m/saint_frances/,98,2020,100,99,Certified Fresh,5,100,Upright,"Kelly O'Sullivan,Ramona Edith-Williams,Jim True-Frost,Lily Mojekwu,Charin Alvarez,Laura T. Fisher,Francis Guinan",Kelly O'Sullivan,Alex Thompson,,Drama,Romance,Comedy
Bringing Up Baby,https://www.rottentomatoes.com/m/bringing_up_baby/,102,1938,46,93,Certified Fresh,39074,89,Upright,"Katharine Hepburn,Cary Grant,Charlie Ruggles,Charles Ruggles,May Robson,Barry Fitzgerald,Walter Catlett,Jack Carson,Ward Bond,Stanley Blystone,John Kelly,George Irving,Tala Birell,Fritz Feld,Jonathan Hale,Leona Roberts,Virginia Walker,Edward Gargan,Nissa,Buck Mack,William 'Billy' Benedict,Buster Slaven,Vernon Walker,Geraldine Hall,Frank Marlowe,Pat West,Asta the Dog,Richard Lane,Frank M. Thomas,Ruth Alder,Pat O'Malley,Adalyn Asbury,Judith Ford,Jeanne Martel,George Humbert,Billy Bevan,D'Arcy Corrigan","Dudley Nichols,Hagar Wilde",Howard Hawks,Howard Hawks,Romance,Classics,Comedy
Groundhog Day,https://www.rottentomatoes.com/m/groundhog_day/,102,1993,85,96,Certified Fresh,416245,88,Upright,"Bill Murray,Andie MacDowell,Chris Elliott,Stephen Tobolowsky,Brian Doyle-Murray,Marita Geraghty,Angela Paton,Rick Ducommun,Rick Overton,Robin Duke,Carol Bivins,Willie Garson,Ken Hudson Campbell,Les Podewell,Red Sell,Tom Milanovich,Rob Riley,John M. Watson Sr.,Peggy Roeder,Rod Sell,Harold Ramis,Rom Milanovich,David Pasquesi,Lee R. Sellars,Chet Dubowski,Doc Erickson,Sandy Maschmeyer,Brian Doyle Murray,Leighanne O'Neil,Evangeline Binkley,Samuel Mages,Ben Zwick,Hynden Walch,Richard Henzel,Michael Shannon,Timothy Hendrickson,Martha Webster,Angela Gollan,Shaun Chaiyabhat,Dianne B. Shaw,Barbara Ann Grimes,Ann Heekin,Lucina Paquet,Brenda Pickleman,Amy Murdoch,Eric Saiet,Lindsay Reinsch,Roger Adler,Ben A. Fish,Don Rio McNichols,Brian Willig,Terry Fryer,John Bailey,Richard Henzel,George Fenton,Trevor Albert,Steve Boyum,Rob Riley,C.O. Erickson,Danny Rubin,Whitney White","Danny Rubin,Harold Ramis",Harold Ramis,"C.O. Erickson,Whitney White,Trevor Albert,Harold Ramis",Romance,Science Fiction & Fantasy,Comedy
Blow the Man Down,https://www.rottentomatoes.com/m/blow_the_man_down/,90,2020,120,98,Certified Fresh,3,0,EMPTY,"Morgan Saylor,Sophie Lowe,June Squibb,Margo Martindale,Will Brittain,Gayle Rankin,Annette O'Toole,Ebon Moss-Bachrach","Danielle Krudy,Bridget Savage Cole","Danielle Krudy,Bridget Savage Cole","Drew Houpt,Alex Scharfman,Tim Headington,Lia Buman",Drama,Mystery & Suspense,Comedy
To Be or Not to Be,https://www.rottentomatoes.com/m/to_be_or_not_to_be/,90,1942,47,96,Certified Fresh,5977,93,Upright,"Jack Benny,Carole Lombard,Robert Stack,Felix Bressart,Lionel Atwill,Stanley Ridges,Sig Rumann,Tom Dugan,Charles Halton,Peter Caldwell,Helmut Dantine,Otto Reichow,Miles Mander,George Lynn,Henry Victor,Maude Eburne,Armand ""Curly"" Wright,Ernö Verebes,Halliwell Hobbes,Leslie Denison,Frank Reicher,Wolfgang Zilzer,Olaf Hytten,Charles Irwin,Leyland Hodgson,Edgar Licho,Rudolph Anders,Roland Varno,Maurice Murphy,Gene Rizzi,Paul Barrett,John Kellogg,Sven Hugo Borg,Alec Craig,James Finlayson,James Gillette,John Meredith",Edwin Justus Mayer,Ernst Lubitsch,"Ernst Lubitsch,Alexander Korda",Drama,Classics,Comedy
The Player,https://www.rottentomatoes.com/m/player/,124,1992,65,98,Certified Fresh,20570,84,Upright,"Tim Robbins,Greta Scacchi,Fred Ward,Whoopi Goldberg,Peter Gallagher,Brion James,Louise Fletcher,Brian Tochi,Jennifer Nash,Margery Bond,Pamela Bowen,Althea Gibson,Angela Hall,Guy Remsen,Patricia Resnick,James Coburn Jr.,Susan J. Emshwiller,Scott Shaw",Michael Tolkin,Robert Altman,"David Levy,William S. Gilmore",Drama,Comedy,
You Can't Take It With You,https://www.rottentomatoes.com/m/you_cant_take_it_with_you_1938/,126,1938,45,93,Certified Fresh,9361,88,Upright,"Jean Arthur,Lionel Barrymore,James Stewart,Edward Arnold,Mischa Auer,Ann Miller,Samuel S. Hinds,Spring Byington,Donald Meek,H.B. Warner,Halliwell Hobbes,Dub Taylor,Mary Forbes,Lillian Yarbo,Eddie 'Rochester' Anderson,Clarence Wilson,Josef Swickard,Ann Doran,Christian Rub,Bodil Rosing,Charles Lane,Harry Davenport,Dorothy Babbs,Pierre Watkin,Edwin Maxwell,Russell Hicks,Byron Foulger,James Flavin,Ian Wolfe,Irving Bacon,Chester Clute,Pert Kelton,Kit Guard,James Burke,Ward Bond,Edward Hearn,Edward Keane,Dick Curtis,Wallis Clark,John Ince,Paul Irving,Eddie Kane,Gene Morgan,Lou Davis,Lester Dorr,William Arnold,Jack Gardner,Bill Dill,Bill Lally,Stanley Andrews,Walter Walker,Robert Greig,Gladys Blake,Eddy Chandler,Edwin Stanley,Lawrence Wheat,Edward Earle,Boyd Irwin,Pat West,Frank Shannon,John Hamilton,Margaret Mann,Laura Treadwell,Doris Rankin,Hilda Plowright,Blanche Payson,Jim Farley,Edgar Dearing,John Tyrrell,Lee Phelps,James Millican,Bud Wiser,Jack Grant,Bruce Mitchell,Vernon Dent,Roland DuPree,Edward Peil Sr.,Dorothy Babb,Gloria Browne,Patty Thomas,Will Wolfstone,Anne Cornwall,Larry Wheat,Sam Harris,Eugene Anderson Jr.,Chuck Hamilton,Charles McMurphy,Frank Mills,Sidney D'Albrook,Belle Johnstone,Nick Copeland,George C. Pearce,C.L. Sherwood,Charles Brinley,Alex Woloshin,Dick Rush,Harry Hollingsworth,Ed Randolph,Fred Parker,Jimmy Anderson,Dick French,Frances Raymond,Joseph E. Bernard,Carlton Elliott Griffin,Carlie Taylor,Al Seymour,Bruce Sidney,Tina Marshall,Harry B. Stafford,Arthur Murray,Joe Bordeaux,Mario Rotolo,Bert Starkey,Dutch Hendrian,Oliver Eckhardt,Homer Dickinson,Ralph McCullough,Harry Semels,Bob Kortman,Louis King,Ernie Shields,Jesse Graves,Clive Morgan,Starrett Ford,Victor Travers,Wedgewood Nowell,Alice Keating,Nell Craig,Nell Roy,Florence Dudley,Kitty Lanahan,Pearl Varvell,Gertrude Weber,Kay Deslys,Jane Tallent,Georgia O'Dell,Rosemary Theby,Dagmar Oakland,Almeda Fowler,Hilda Rhodes,Frank Austin,Harry A. Bailey,Beatrice Blinn,Beatrice Curtis,Howard Davies,Betty Farrington,Eddie Featherston,Bess Flowers,Joe ""Corky"" Geil,Eva McKenzie,Stella LeSaint,Bessie Wade,Dorothy Vernon",Robert Riskin,Frank Capra,Frank Capra,Romance,Classics,Comedy
The Truman Show,https://www.rottentomatoes.com/m/truman_show/,103,1998,132,95,Certified Fresh,583085,89,Upright,"Jim Carrey,Ed Harris,Laura Linney,Noah Emmerich,Natascha McElhone,Holland Taylor,Brian Delate,Blair Slater,Peter Krause,Harry Shearer,Terry Camilleri,Heidi Schanz,Ron Taylor,Don Taylor,Ted Raymond,Judy Clayton,Paul Giamatti,Fritz Dominique,Angel Schmiedt,Nastassja Schmiedt,Muriel Moore,Mal Jones,Judson Vaughn,Earl Hilliard Jr.,David Andrew Nash,Jim Towers,Savannah Swafford,Antoni Corone,Mario Ernesto Sánchez,John Roselius,Kade Coates,Marcia DeBonis,Sam Kitchin,Sebastian Youngblood,Dave Corey,Mark Alan Gillott,Jay Saiter,Tony Todd,Marco Rubeo,Daryl K. Davis,Robert Davis,R.J. Murdock,Matthew McDonough,Larry McDowell,Joseph Lucus,Logan Kirksey,Adam Tomei,Una Damon,Philip Baker Hall,John Pleshette,Philip Glass,John Pramik,O-Lan Jones,Krista Lynn Landolfi,Joe Minjares,Al Foster,Zoaunne LeRoy,Millie Slavin,Dona Hardy,Jeanette Miller,Joel McKinnon Miller,Tom Simmons,Susan Angelo,Carly Smiga,Yuji Okumoto,Kiyoko Yamaguchi,Saemi Nakamura",Andrew Niccol,Peter Weir,"Andrew Niccol,Scott Rudin,Adam Schroeder,Edward S. Feldman,Richard Luke Rothschild,Ed Feldman",Drama,Comedy,
Big,https://www.rottentomatoes.com/m/big/,98,1988,74,97,Certified Fresh,401781,82,Upright,"Tom Hanks,Jared Rushton,Elizabeth Perkins,Robert Loggia,David Moscow,John Heard,Mercedes Ruehl,Jon Lovitz,Josh Clark,Kimberlee M. Davis,Oliver Block,Jon Levita,Erica Katz,Allan Wasserman,Mark Ballou,Gary Howard Klar,Erika Katz,Alec Von Sommer,Chris Dowden,Rockets Redglare,Paul Herman,Nancy Giles,Jordan Thaler,Dana Kaminski,Harvey Miller,Tracy Reiner,James Eckhouse,Jamie Tirelli,Linda Gillen,Mildred R. Vandever,Debra Jo Rupp,Keith Reddin,Lela Ivey,Paul L.Q. Lee,Dolores Messina,Gordon Press,George J. Manos,Vinny Capone,Susan Wilder,John Rothman,Judd Trichter,Pasquale Pugliese,Vaughn Sandman,Bruce Jarchow,Samantha Larkin,Edward Schick,Bert Goldstein,Kevin Meaney,Peter McRobbie,Paul J.Q. Lee,Tom Coviello,Richard Devia,Teddy Holiavko,Augusto Mariani,Alfredo Monti,Sergio Mosetti,Armando Penso,F. Benjamin Stimler,Jonathan Isaac Landau","Anne Spielberg,Penny Marshall,Gary Ross",Penny Marshall,"Juliet Taylor,James L. Brooks,Robert Greenhut,Gary Ross,Anne Spielberg",Kids & Family,Science Fiction & Fantasy,Comedy
Enough Said,https://www.rottentomatoes.com/m/enough_said_2013/,93,2013,191,95,Certified Fresh,43145,75,Upright,"Julia Louis-Dreyfus,James Gandolfini,Catherine Keener,Michaela Watkins,Toni Collette,Ben Falcone,Eve Hewson,Tavi Gevinson,Tracey Fairaway,Lennie Loftin,Jessica St. Clair,Chris Smith,Phillip Brock,Nick Williams,Ivy Strohmaier,Natasha Sky Lipson,Rick Irwin,Amy Landecker,Alina Adams,Luke Grakal,Barry Jenner,Sarah Burns,Rebecca Drysdale,Rob Steiner,Rob Mayes,Toby Huss,Kathleen Rose Perkins",Nicole Holofcener,Nicole Holofcener,"Anthony Bregman,Stefanie Azpiazu",Drama,Romance,Comedy
The Apartment,https://www.rottentomatoes.com/m/1001115-apartment/,125,1960,72,93,Certified Fresh,38041,94,Upright,"Jack Lemmon,Shirley MacLaine,Fred MacMurray,Ray Walston,Jack Kruschen,Joan Shawlee,Edie Adams,David Lewis,Hope Holiday,Johnny Seven,Naomi Stevens,Francis Lax,Joyce Jameson,Willard Waterman,David White,Benny Burt,Hal Smith,Dorothy Abbott","Billy Wilder,I.A.L. Diamond",Billy Wilder,Billy Wilder,Drama,Romance,Classics
Bull Durham,https://www.rottentomatoes.com/m/bull_durham/,107,1988,71,97,Certified Fresh,51041,82,Upright,"Kevin Costner,Susan Sarandon,Tim Robbins,Trey Wilson,Robert Wuhl,Jenny Robertson,William O'Leary,David Neidorf,Danny Gans,Sid Aikens,Tom Silardi,Craig Brown,Lloyd Williams,Rick Marzan,Butch Davis,Max Patkin,Carey Garland Bunting,Gregory Avellone,Robert Dickman,Timothy Kirk,Don S. Davis,Stephen Ware,Tobi Eshelman,Henry G. Sanders,Antoinette Forsyth,Bonnie Timmermann,Shirley Anne Ritter,Alan Mejia,El Chico Williams,George 'Buck' Flower,Henry Sanders,Pete Bock,Wes Currin,Garland Bunting,Paul Devlin,Jeff Greene,Kelly Heath,C.K. Bibby,Mo Johnson,Todd Kopeznski,John Lovingood,Eddie Matthews,Alan Paternoster,Bill Robinson,Dean Robinson,Tom Shultz,Sam Veraldi",Ron Shelton,Ron Shelton,"Mark Burg,Thom Mount",Drama,Romance,Comedy
The Edge of Seventeen,https://www.rottentomatoes.com/m/the_edge_of_seventeen/,98,2016,215,94,Certified Fresh,27077,83,Upright,"Hailee Steinfeld,Woody Harrelson,Kyra Sedgwick,Haley Lu Richardson,Blake Jenner,Katie Stuart,Hayden Szeto,Eric Keenleyside,Nesta Cooper,Alexander Calvert,Lina Renna",Kelly Fremon Craig,Kelly Fremon Craig,"James L. Brooks,Julie Ansell,Richard Sakai,Amy Brooks",Drama,Comedy,
The Muppets,https://www.rottentomatoes.com/m/the_muppets/,102,2011,228,95,Certified Fresh,89634,80,Upright,"Jason Segel,Amy Adams,Chris Cooper,Steve Whitmire,Eric Jacobson,Dave Goelz,Rashida Jones,Bill Barretta,David Rudman,Matt Vogel,Peter Linz,Alan Arkin,Bill Cobbs,Zach Galifianakis,Ken Jeong,Jim Parsons,Eddie Pepitone,Kristen Schaal,Sarah Silverman,Eddie ""Piolin"" Sotelo,Eddie 'Piolín' Sotelo,Raymond Ma,Tuan Shu Lan,Donald Glover,Dahlia Waingort,Jonathan Palmer,Don Yanan,Michael Albala,Julia Marie Franzese,Gunnar Smith,Connor Gallagher,Justin Marco,Cameron Kasal,Justin Tinucci,Alex Jackson Long,Aria Noelle Curzon,Emily Blunt,James Carville,Feist,Whoopi Goldberg,Selena Gomez,Dave Grohl,Neil Patrick Harris,Judd Hirsch,John Krasinski,Rico Rodriguez,Mickey Rooney","Jason Segel,Nicholas Stoller",James Bobin,"David Hoberman,Todd Lieberman",Comedy,Kids & Family,
Broadcast News,https://www.rottentomatoes.com/m/broadcast_news/,132,1987,52,98,Certified Fresh,10973,78,Upright,"William Hurt,Holly Hunter,Albert Brooks,Jack Nicholson,Robert Prasky,Robert Prosky,Lois Chiles,Joan Cusack,Peter Hackes,Christian Clemenson,Robert Katims,Ed Wheeler,Stephen Mendillo,Ellen Chenoweth,John Cusack,Kimber Shoop,Dwayne Markee,Gennie James,Leo Burmester,Amy Brooks,Jane Welch,Jonathan Benya,Frank Doubleday,Sally Knight,Manny Alvarez,Luis Valderrama,Francisco Garcia,Joshua Billings,Richard Thomsen,Nat Benchley,Raoul Rizik,Marita Geraghty,Nicholas D. Blanchet,Maura Moynihan,Chuck Lippman,Nanette Rickert,Stuart Pankin,Tim White,Martha Smith,Peggy Pridemore,Emily Crowley,Gerald Ender,David Long,Josh Billings,Richard Pehle,James V. Franco,Mike Skehan,Franklyn L. Bullard,Alex Mathews,Steve Smith,Martha L. Smith,Cynthia B. Hayes,Susan Marie Feldman,Jean Bourne Carinci,M. Fekade-Salassie,Jerry Gough,Robert Rasch,Robert Walsh,Rochelle Deering,Albert Murphy Sr.,Eleanore C. Kopecky,Jeffrey Alan Thomas,Glenn Faigen,Robert Grevemberg Jr.,Jimmy Mel Green,Raoul N. Rizik,Glen Roven,Marc Shaiman,Dean Nitz,Phil Ugel,Lance Wain,John Badila,Heather Ehlers,Arlene M. Dillon,Sam Samuels",James L. Brooks,"James L. Brooks,James A. Brooks","James L. Brooks,Penney Finkelman Cox",Drama,Comedy,
Silver Linings Playbook,https://www.rottentomatoes.com/m/silver_linings_playbook/,122,2012,260,92,Certified Fresh,260112,86,Upright,"Bradley Cooper,Jennifer Lawrence,Robert De Niro,Jacki Weaver,Chris Tucker,Anupam Kher,John Ortiz,Shea Whigham,Julia Stiles,Paul Herman,Dash Mihok,Matthew Russell,Cheryl Williams,Patrick F. McDade,Brea Bee,Regency Boies,Phillip Chorba,Anthony Lawton,Patsy Meck,Maureen Torsney-Weir,Maureen Torsney Weir,Jeff Reim,Fritz Blanchette,Rick Foster,Bonnie Aarons,Ted Barba,Elias Birnbaum,Matthew Michels,Pete Postiglione,Richard A. Eklund,Sanjay Shende,Mihir Pathak,Ibrahim Syed,Madhu Narula,Samantha Gelnaw,Tiffany Green",David O. Russell,David O. Russell,"Harvey Weinstein,Donna Gigliotti,Bruce Cohen,Jonathan Gordon,Mark Kamine",Comedy,,
Lost In Translation,https://www.rottentomatoes.com/m/lost_in_translation/,102,2003,232,95,Certified Fresh,337039,85,Upright,"Bill Murray,Scarlett Johansson,Giovanni Ribisi,Anna Faris,Akiko Takeshita,Catherine Lambert,Kazuyoshi Minamimagoe,Kazuko Shibata,Take,Ryuichiro Baba,Akira Yamaguchi,Francois du Bois,Tim Leffman,Gregory Pekar,Richard Allen,Yutaka Tadokoro,Jun Maki,Nao Asuka,Tetsuro Naka,Kanako Nakazato,Fumihiro Hayashi,Hiroko Kawasaki,Daikon,Asuka Shimuzu,Ikuko Takahashi,Koichi Tanaka,Hugo Codaro,Akiko Monou,Hiromix,Hiroshi Kawashima,Akimitsu Naruyama,Nobuhiko Kitamura,Nao Kitman,Kunichi Nomura,Kazuo Yamada,Yasuhiko Hattori,Shigekazu Aida,Akira Motomura,Osamu Shigematu,Mathew Minami,Kei Takyo,Ryo Kondo,Yumi Ikeda,Yumika Saki,Diedrich Bollman,Georg O.P. Eschert,Yuji Okabe,Mark Willms,Lisle Wilkerson",Sofia Coppola,Sofia Coppola,"Sofia Coppola,Ross Katz,Stephen Nomura Schible",Drama,Romance,Comedy
Won't You Be My Neighbor?,https://www.rottentomatoes.com/m/wont_you_be_my_neighbor/,94,2018,253,97,Certified Fresh,3991,95,Upright,"Fred Rogers,François Clemmons,Yo-Yo Ma,Joe Negri,Kailyn Davis,David Newell",,Morgan Neville,"Caryn Capotosto,Nicholas Ma,Morgan Neville",Documentary,,
I Am Not Your Negro,https://www.rottentomatoes.com/m/i_am_not_your_negro/,93,2017,207,99,Certified Fresh,14165,83,Upright,Samuel L. Jackson,"James Baldwin,Raoul Peck",Raoul Peck,,Documentary,,
Apollo 11,https://www.rottentomatoes.com/m/apollo_11_2019/,93,2019,186,99,Certified Fresh,1198,90,Upright,"Buzz Aldrin,Neil Armstrong,Johnny Carson,Michael Collins",,Todd Douglas Miller,"Todd Douglas Miller,Thomas Petersen,Evan Krauss",Documentary,,
Life Itself,https://www.rottentomatoes.com/m/life_itself/,120,2014,202,98,Certified Fresh,13338,88,Upright,"Roger Ebert,Chaz Ebert,Raven Evans,Ava DuVernay,Ramin Bahrani,Richard Corliss,Nancy De Los Santos,Bruce Jones,Thea Flaum,Josh Golden,Werner Herzog,Marlene Iglitzen,Marlene Iglitzen-Siskel,Donna LaPietra,Rick Kogan,John McHugh,Errol Morris,Howie Movshovitz,Gregory Nava,William Nack,Martin Scorsese,A.O. Scott,Roger Simon",,,"Zak Piper,Garrett Basch,Mark Mitten,Josh Schollmeyer,Emily Hart",Documentary,Television,Special Interest
Man on Wire,https://www.rottentomatoes.com/m/man_on_wire/,94,2008,158,100,Certified Fresh,30148,87,Upright,"Philippe Petit,Alan Welner,Annie Allix,Jim Moore,Jean François Heckel,David Forman,Mark Lewis,Jean-Francois Heckel,Jean-Louis Blondeau,Barry Greenhouse,David Foreman,Ardis Campbell,Paul McGill",,James Marsh,"Simon Chinn,Victoria Gregory,Maureen A. Ryan",Documentary,Special Interest,
Amazing Grace,https://www.rottentomatoes.com/m/amazing_grace_2018/,87,2019,158,99,Certified Fresh,283,86,Upright,"Aretha Franklin,C.L. Franklin,Rev. James Cleveland,Bernard Pretty Purdie,Alonzo Atkins,Chuck Rainey,Cornell Dupree,Kenny Luper,Sydney Pollack,Jerry Wexler",,,"Alan Elliott,Sydney Pollack,Jerry Wexler,Joe Boyd,Chiemi Karasawa",Musical & Performing Arts,Documentary,
Minding the Gap,https://www.rottentomatoes.com/m/minding_the_gap/,93,2018,122,100,Certified Fresh,539,93,Upright,,,Bing Liu,,Documentary,,
Three Identical Strangers,https://www.rottentomatoes.com/m/three_identical_strangers/,96,2018,183,97,Certified Fresh,2749,88,Upright,,,Tim Wardle,,Documentary,,
McQueen,https://www.rottentomatoes.com/m/mcqueen/,111,2018,124,99,Certified Fresh,804,77,Upright,,Peter Ettedgui,Ian Bonhôte,,Documentary,,
Collective (Colectiv),https://www.rottentomatoes.com/m/collective_2020/,109,2020,119,99,Certified Fresh,1,0,EMPTY,,"Alexander Nanau,Antoaneta Opris",Alexander Nanau,"Hanka Kastelicová,Bernard Michaux,Alexander Nanau,Bianca Oana",Documentary,,
